Price,CarBrand,CarModel,MfgDate,Mileage,Condition,GearBox,Fuel,CarOrigin,CarType,CarSeats
215000000.0,Kia,Carens,2010.0,140000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,MPV,7.0
459000000.0,Toyota,Vios,2020.0,15000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
155000000.0,Chevrolet,Spark,2015.0,45000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,Hatchback,5.0
235000000.0,BMW,3 Series,2006.0,97800.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
552000000.0,Toyota,Raize,2023.0,0.0,Mới,Tự động,Xăng,Nước khác,SUV,5.0
215000000.0,Ford,Fiesta,2011.0,12000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Hatchback,5.0
790000000.0,Mazda,Dòng khác,2019.0,70000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV,7.0
1700000000.0,Lexus,NX,2019.0,78000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV,5.0
749000000.0,Mazda,CX 5,2023.0,0.0,Mới,Tự động,Xăng,Việt Nam,SUV,5.0
155000000.0,Hyundai,Grand i10,2014.0,9.0,Đã sử dụng,Số sàn,Xăng,Hàn Quốc,Hatchback,5.0
1590000000.0,Kia,Carnival,2022.0,12000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,MPV,7.0
190000000.0,Honda,Civic,2009.0,200000.0,Đã sử dụng,Số sàn,Xăng,Nhật Bản,Sedan,4.0
365000000.0,Nissan,Sunny,2019.0,38000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
135000000.0,Chevrolet,Captiva,2007.0,150000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5.0
440000000.0,Hyundai,Accent,2020.0,60000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
695000000.0,Hyundai,Tucson,2019.0,58000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,SUV,5.0
242000000.0,Hyundai,Grand i10,2015.0,10000.0,Đã sử dụng,Số sàn,Xăng,Ấn Độ,Hatchback,5.0
641000000.0,Toyota,Veloz,2023.0,0.0,Mới,Tự động,Xăng,Việt Nam,MPV,7.0
235000000.0,Toyota,Innova,2010.0,123.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,MPV,8.0
455000000.0,Toyota,Vios,2020.0,17600.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
475000000.0,Ford,Transit,2017.0,195000.0,Đã sử dụng,Số sàn,Dầu,Việt Nam,MPV,16.0
990000000.0,Kia,Sorento,2022.0,32000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,SUV,7.0
514000000.0,Nissan,Navara,2019.0,39000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick up,5.0
160000000.0,Ford,Ranger,2023.0,0.0,Mới,Tự động,Dầu,Việt Nam,Pick up,5.0
345000000.0,Kia,K3,2014.0,80000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
485000000.0,Toyota,Innova,2018.0,82000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,MPV,8.0
800000000.0,Vinfast,Lux A2.0,2022.0,0.0,Mới,Tự động,Xăng,Việt Nam,Sedan,5.0
305000000.0,Toyota,Innova,2013.0,123456.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,MPV,8.0
1099000000.0,Mercedes Benz,C Class,2021.0,21000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
720000000.0,Toyota,Corolla Cross,2020.0,20000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
460000000.0,Toyota,Vios,2020.0,46000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
340000000.0,Toyota,Fortuner,2011.0,180000.0,Đã sử dụng,Tự động,Xăng,Nhật Bản,SUV,7.0
450000000.0,Toyota,Vios,2022.0,38000.0,Đã sử dụng,Số sàn,Xăng,Việt Nam,Sedan,5.0
1849000000.0,Mercedes Benz,C Class,2023.0,0.0,Mới,Tự động,Xăng,Đức,Sedan,5.0
1200000000.0,Kia,Carnival,2021.0,90000.0,Đã sử dụng,Tự động,Dầu,Việt Nam,MPV,8.0
165000000.0,Daewoo,Matiz,2009.0,68000.0,Đã sử dụng,Tự động,Xăng,Hàn Quốc,Hatchback,5.0
406000000.0,Hyundai,Accent,2023.0,0.0,Mới,Tự động,Xăng,Việt Nam,Sedan,5.0
280000000.0,Toyota,Corolla Altis,2009.0,115000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
665000000.0,Toyota,Hilux,2021.0,19000.0,Đã sử dụng,Tự động,Dầu,Thái Lan,Pick up,5.0
1069000000.0,Mercedes Benz,GLC,2016.0,48000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Sedan,5.0
210000000.0,Kia,Morning,2015.0,5000.0,Đã sử dụng,Tự động,Xăng,Việt Nam,Van,2.0
1100000000.0,BMW,4 Series,2015.0,54000.0,Đã sử dụng,Tự động,Xăng,Đức,Sedan,5.0
